feature,cell_type,overweight_vs_normal_mean,overweight_vs_normal_hdi_low,overweight_vs_normal_hdi_high,overweight_vs_normal_prob_positive,overweight_vs_normal_prob_sig,obese_vs_normal_mean,obese_vs_normal_hdi_low,obese_vs_normal_hdi_high,obese_vs_normal_prob_positive,obese_vs_normal_prob_sig,obese_vs_overweight_mean,obese_vs_overweight_hdi_low,obese_vs_overweight_hdi_high,obese_vs_overweight_prob_positive,obese_vs_overweight_prob_sig,overweight_prob_gt_0.1,overweight_prob_gt_0.2,overweight_prob_gt_0.3,overweight_prob_gt_0.5,obese_prob_gt_0.1,obese_prob_gt_0.2,obese_prob_gt_0.3,obese_prob_gt_0.5,obese_vs_overweight_prob_gt_0.1,obese_vs_overweight_prob_gt_0.2,obese_vs_overweight_prob_gt_0.3,obese_vs_overweight_prob_gt_0.5,overweight_evidence_medium,overweight_evidence_large,obese_evidence_medium,obese_evidence_large,obese_vs_overweight_evidence_medium,obese_vs_overweight_evidence_large,overweight_credible,obese_credible,obese_vs_overweight_credible,overweight_direction,obese_direction,obese_vs_overweight_direction,overweight_credible_rope,obese_credible_rope,obese_vs_overweight_credible_rope
CD4_T_NAIVE||Differentiation_Signature,CD4 T NAIVE,0.02,-0.033,0.079,0.783,0.005875,0.004,-0.075,0.079,0.543875,0.02025,-0.016,-0.1,0.079,0.3415,0.039,0.005875,0.0,0.0,0.0,0.02025,0.000375,0.0,0.0,0.039,0.000375,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD4_T_NAIVE||ER_Stress_Response_Signature,CD4 T NAIVE,0.019,-0.038,0.075,0.781875,0.006,0.003,-0.076,0.082,0.529625,0.020625,-0.017,-0.106,0.075,0.334,0.041,0.006,0.0,0.0,0.0,0.020625,0.0005,0.0,0.0,0.041,0.000875,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD4_T_NAIVE||Fatty_Acid_Oxidation_Signature,CD4 T NAIVE,0.02,-0.037,0.076,0.7795,0.006625,0.007,-0.073,0.085,0.564875,0.023125,-0.013,-0.102,0.077,0.361375,0.03675,0.006625,0.0,0.0,0.0,0.023125,0.00075,0.0,0.0,0.03675,0.000375,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD4_T_NAIVE||Glycolysis_Signature,CD4 T NAIVE,0.023,-0.033,0.08,0.810125,0.010125,0.005,-0.073,0.085,0.553875,0.02025,-0.018,-0.107,0.074,0.331125,0.0435,0.010125,0.000125,0.0,0.0,0.02025,0.000375,0.0,0.0,0.0435,0.000625,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD4_T_NAIVE||Hedgehog_Signaling_Signature,CD4 T NAIVE,0.02,-0.037,0.076,0.78475,0.0065,0.005,-0.073,0.083,0.553375,0.023,-0.015,-0.099,0.079,0.355625,0.03725,0.0065,0.0,0.0,0.0,0.023,0.0005,0.0,0.0,0.03725,0.000625,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD4_T_NAIVE||Hypoxia_Response_Signature,CD4 T NAIVE,0.02,-0.035,0.081,0.787875,0.00825,0.002,-0.077,0.081,0.53125,0.020625,-0.019,-0.112,0.07,0.32575,0.04525,0.00825,0.0,0.0,0.0,0.020625,0.00025,0.0,0.0,0.04525,0.00025,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD4_T_NAIVE||JAK_STAT_Signaling_Signature,CD4 T NAIVE,0.019,-0.034,0.079,0.774375,0.00675,0.003,-0.077,0.081,0.537875,0.02,-0.016,-0.109,0.07,0.342375,0.03875,0.00675,0.0,0.0,0.0,0.02,0.000625,0.0,0.0,0.03875,0.000375,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD4_T_NAIVE||Lipid_Metabolism_Signature,CD4 T NAIVE,0.025,-0.034,0.081,0.834625,0.01525,0.003,-0.082,0.08,0.533125,0.023,-0.023,-0.113,0.068,0.296625,0.05375,0.01525,0.0,0.0,0.0,0.023,0.000625,0.0,0.0,0.05375,0.00125,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD4_T_NAIVE||MAPK_Signaling_Signature,CD4 T NAIVE,0.024,-0.035,0.081,0.817875,0.013125,0.004,-0.078,0.084,0.54,0.0235,-0.02,-0.108,0.078,0.317125,0.050125,0.013125,0.0,0.0,0.0,0.0235,0.000625,0.0,0.0,0.050125,0.0015,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD4_T_NAIVE||Migration_Signature,CD4 T NAIVE,0.017,-0.044,0.071,0.7595,0.005,0.0,-0.086,0.074,0.513375,0.023,-0.017,-0.107,0.077,0.333375,0.044625,0.005,0.0,0.0,0.0,0.023,0.00025,0.0,0.0,0.044625,0.0005,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD4_T_NAIVE||NF_kB_Signaling_Signature,CD4 T NAIVE,0.023,-0.037,0.078,0.803625,0.0105,0.003,-0.08,0.081,0.532125,0.02375,-0.02,-0.113,0.07,0.321,0.048,0.0105,0.0,0.0,0.0,0.02375,0.00025,0.0,0.0,0.048,0.001,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD4_T_NAIVE||Notch_Signaling_Signature,CD4 T NAIVE,0.021,-0.039,0.074,0.7935,0.007625,0.005,-0.076,0.086,0.548375,0.024625,-0.016,-0.112,0.072,0.352625,0.042875,0.007625,0.0,0.0,0.0,0.024625,0.00025,0.0,0.0,0.042875,0.00025,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD4_T_NAIVE||OXPHOS_Metabolism_Signature,CD4 T NAIVE,0.021,-0.035,0.078,0.792125,0.0085,0.002,-0.075,0.084,0.529625,0.022375,-0.019,-0.11,0.07,0.323625,0.0475,0.0085,0.0,0.0,0.0,0.022375,0.000375,0.0,0.0,0.0475,0.000625,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD4_T_NAIVE||Oxidative_Stress_Response_Signature,CD4 T NAIVE,0.021,-0.036,0.076,0.78575,0.006625,-0.002,-0.078,0.082,0.490875,0.022,-0.022,-0.114,0.064,0.3005,0.046875,0.006625,0.0,0.0,0.0,0.022,0.000625,0.0,0.0,0.046875,0.001125,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD4_T_NAIVE||PI3K_AKT_Signaling_Signature,CD4 T NAIVE,0.018,-0.044,0.073,0.76425,0.00525,0.002,-0.077,0.081,0.528625,0.019375,-0.016,-0.105,0.075,0.34475,0.042,0.00525,0.0,0.0,0.0,0.019375,0.00025,0.0,0.0,0.042,0.00125,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD4_T_NAIVE||Quiescence_Signature,CD4 T NAIVE,0.019,-0.038,0.076,0.780625,0.006875,0.008,-0.069,0.091,0.573125,0.023125,-0.012,-0.098,0.088,0.371,0.04,0.006875,0.0,0.0,0.0,0.023125,0.000875,0.0,0.0,0.04,0.00075,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD4_T_NAIVE||Senescence_Signature,CD4 T NAIVE,0.021,-0.039,0.075,0.79775,0.00775,0.002,-0.085,0.074,0.529,0.0205,-0.02,-0.111,0.069,0.31675,0.046375,0.00775,0.0,0.0,0.0,0.0205,0.0005,0.0,0.0,0.046375,0.001125,0.000125,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD4_T_NAIVE||TCR_Signaling_Signature,CD4 T NAIVE,0.024,-0.031,0.082,0.819125,0.01,0.003,-0.076,0.084,0.528625,0.021625,-0.021,-0.112,0.065,0.303125,0.048,0.01,0.0,0.0,0.0,0.021625,0.00025,0.0,0.0,0.048,0.000375,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD4_T_NAIVE||TGF_Beta_Signaling_Signature,CD4 T NAIVE,0.023,-0.032,0.081,0.80825,0.009,0.004,-0.077,0.085,0.5475,0.024375,-0.018,-0.114,0.071,0.330625,0.04825,0.009,0.0,0.0,0.0,0.024375,0.000625,0.0,0.0,0.04825,0.000625,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD4_T_NAIVE||Type_I_Interferon_Response_Signature,CD4 T NAIVE,0.02,-0.035,0.076,0.780375,0.005875,0.002,-0.081,0.08,0.527625,0.02175,-0.018,-0.105,0.072,0.330375,0.040625,0.005875,0.0,0.0,0.0,0.02175,0.000375,0.0,0.0,0.040625,0.001375,0.000125,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD4_T_NAIVE||Wnt_Signaling_Signature,CD4 T NAIVE,0.022,-0.037,0.078,0.80125,0.0085,0.008,-0.074,0.084,0.57675,0.022625,-0.014,-0.106,0.074,0.35675,0.040875,0.0085,0.0,0.0,0.0,0.022625,0.00025,0.0,0.0,0.040875,0.000375,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD4_T_NAIVE||mTOR_Signaling_Signature,CD4 T NAIVE,0.017,-0.041,0.074,0.76,0.005625,0.007,-0.072,0.084,0.57175,0.021375,-0.01,-0.095,0.082,0.38875,0.032625,0.005625,0.0,0.0,0.0,0.021375,0.00075,0.0,0.0,0.032625,0.000875,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD4_T_NAIVE||p53_Pathway_Signature,CD4 T NAIVE,0.022,-0.032,0.081,0.80475,0.007875,0.003,-0.083,0.08,0.538,0.023375,-0.02,-0.111,0.07,0.32325,0.049125,0.007875,0.000125,0.0,0.0,0.023375,0.000625,0.0,0.0,0.049125,0.000625,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
CD4_T_REGULATORY||Adipokine_Signaling_Signature,CD4 T REGULATORY,0.242,0.139,0.349,0.999875,0.99125,0.042,-0.078,0.178,0.7595,0.176875,-0.199,-0.345,-0.046,0.007875,0.91075,0.99125,0.8145,0.111375,0.0,0.176875,0.014,0.001125,0.0,0.91075,0.503375,0.082625,0.000125,Moderate,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,True,up,none,down,False,False,False
CD4_T_REGULATORY||Complement_Activation_Signature,CD4 T REGULATORY,0.249,0.142,0.356,0.999875,0.9955,0.026,-0.101,0.154,0.690625,0.138625,-0.224,-0.378,-0.076,0.00175,0.9565,0.9955,0.847,0.145375,0.000375,0.138625,0.00625,0.000375,0.0,0.9565,0.6155,0.143875,0.001625,Moderate,Negligible,Negligible,Negligible,Weak,Negligible,True,False,True,up,none,down,False,False,False
CD4_T_REGULATORY||Fatty_Acid_Oxidation_Signature,CD4 T REGULATORY,0.263,0.16,0.375,1.0,0.9985,0.047,-0.08,0.178,0.773625,0.195,-0.216,-0.383,-0.066,0.00625,0.935625,0.9985,0.899875,0.213375,0.000625,0.195,0.017625,0.001375,0.000125,0.935625,0.586125,0.13325,0.00125,Moderate,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,True,up,none,down,False,False,False
CD4_T_REGULATORY||Hedgehog_Signaling_Signature,CD4 T REGULATORY,0.235,0.116,0.335,0.99975,0.982375,0.045,-0.083,0.174,0.771,0.18775,-0.19,-0.338,-0.03,0.01525,0.883875,0.982375,0.77475,0.09325,0.0,0.18775,0.01675,0.001125,0.0,0.883875,0.461625,0.069,0.000125,Weak,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,True,up,none,down,False,False,False
CD4_T_REGULATORY||JAK_STAT_Signaling_Signature,CD4 T REGULATORY,0.253,0.149,0.364,1.0,0.996875,0.038,-0.086,0.168,0.741,0.160375,-0.215,-0.36,-0.057,0.003875,0.945,0.996875,0.864375,0.16525,0.0005,0.160375,0.0115,0.000625,0.0,0.945,0.586,0.1205,0.000625,Moderate,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,True,up,none,down,False,False,False
CD4_T_REGULATORY||Lipid_Metabolism_Signature,CD4 T REGULATORY,0.266,0.159,0.382,1.0,0.999,0.038,-0.088,0.163,0.744,0.164875,-0.228,-0.387,-0.081,0.003125,0.959625,0.999,0.90975,0.226625,0.00125,0.164875,0.01075,0.000625,0.0,0.959625,0.638375,0.1615,0.0015,Moderate,Negligible,Negligible,Negligible,Weak,Negligible,True,False,True,up,none,down,False,False,False
CD4_T_REGULATORY||Lipid_Peroxidation_Signaling_Signature,CD4 T REGULATORY,0.237,0.125,0.344,0.99925,0.9855,0.039,-0.089,0.164,0.748125,0.168125,-0.198,-0.357,-0.05,0.01075,0.908,0.9855,0.789875,0.101125,0.0,0.168125,0.0125,0.001,0.0,0.908,0.49575,0.084375,0.00025,Weak,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,True,up,none,down,False,False,False
CD4_T_REGULATORY||Metabolic_Regulation_Signature,CD4 T REGULATORY,0.261,0.162,0.379,1.0,0.99825,0.046,-0.084,0.171,0.7805,0.186,-0.215,-0.369,-0.064,0.00625,0.938375,0.99825,0.896875,0.202875,0.00075,0.186,0.018875,0.00175,0.0,0.938375,0.5815,0.122625,0.000375,Moderate,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,True,up,none,down,False,False,False
CD4_T_REGULATORY||Mitochondrial_Function_Signature,CD4 T REGULATORY,0.263,0.161,0.383,1.0,0.997625,0.041,-0.085,0.169,0.747125,0.168,-0.222,-0.376,-0.067,0.0035,0.948875,0.997625,0.900875,0.211875,0.000625,0.168,0.0115,0.001,0.0,0.948875,0.612375,0.145,0.000875,Moderate,Negligible,Negligible,Negligible,Weak,Negligible,True,False,True,up,none,down,False,False,False
CD4_T_REGULATORY||TGF_Beta_Signaling_Signature,CD4 T REGULATORY,0.237,0.13,0.343,0.999625,0.98725,0.034,-0.103,0.154,0.723125,0.162125,-0.203,-0.351,-0.045,0.006375,0.916125,0.98725,0.79025,0.099,0.0,0.162125,0.00975,0.000625,0.0,0.916125,0.5165,0.09525,0.000625,Weak,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,True,up,none,down,False,False,False
CD4_T_REGULATORY||Treg_Identity_Signature,CD4 T REGULATORY,0.215,0.086,0.319,0.9965,0.954,0.046,-0.082,0.171,0.779625,0.188375,-0.168,-0.324,-0.004,0.0295,0.82375,0.954,0.663125,0.042875,0.0,0.188375,0.016875,0.001375,0.0,0.82375,0.356875,0.039,0.0,Weak,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,True,up,none,down,False,False,False
CD4_T_REGULATORY||Type_I_Interferon_Response_Signature,CD4 T REGULATORY,0.217,0.086,0.319,0.99575,0.95675,0.017,-0.126,0.144,0.64225,0.1455,-0.199,-0.364,-0.032,0.011625,0.89675,0.95675,0.670625,0.04825,0.0,0.1455,0.008875,0.00075,0.0,0.89675,0.499125,0.101375,0.001625,Weak,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,True,up,none,down,False,False,False
CD4_T_REGULATORY||mTOR_Signaling_Signature,CD4 T REGULATORY,0.259,0.154,0.373,1.0,0.998625,0.032,-0.1,0.154,0.71225,0.152125,-0.228,-0.386,-0.082,0.002125,0.958375,0.998625,0.88275,0.19475,0.00025,0.152125,0.007375,0.000375,0.0,0.958375,0.63125,0.166375,0.001125,Moderate,Negligible,Negligible,Negligible,Weak,Negligible,True,False,True,up,none,down,False,False,False
CD4_T_TH1||Chemokine_Production_Signature,CD4 T TH1,-0.256,-0.382,-0.136,0.000125,0.99,-0.178,-0.35,-0.003,0.0295,0.8345,0.079,-0.113,0.262,0.798375,0.430625,0.99,0.836125,0.22375,0.00075,0.8345,0.40125,0.067,0.00075,0.430625,0.10325,0.01725,0.000375,Moderate,Negligible,Negligible,Negligible,Negligible,Negligible,True,True,False,down,down,none,False,False,False
CD4_T_TH1||Cytotoxic_Effector_Signature,CD4 T TH1,-0.254,-0.375,-0.131,0.001,0.988125,-0.185,-0.346,-0.006,0.01875,0.86025,0.069,-0.116,0.258,0.785875,0.399125,0.988125,0.831375,0.211,0.000375,0.86025,0.4235,0.07725,0.000625,0.399125,0.077375,0.01075,0.000125,Moderate,Negligible,Negligible,Negligible,Negligible,Negligible,True,True,False,down,down,none,False,False,False
CD4_T_TH1||Hypoxia_Response_Signature,CD4 T TH1,-0.246,-0.367,-0.117,0.00125,0.980125,-0.191,-0.357,-0.015,0.017,0.86975,0.055,-0.126,0.246,0.74025,0.35575,0.980125,0.791,0.187625,0.00025,0.86975,0.449125,0.0865,0.0015,0.35575,0.06475,0.006375,0.0,Weak,Negligible,Negligible,Negligible,Negligible,Negligible,True,True,False,down,down,none,False,False,False
CD4_T_TH1||IFN_Gamma_Response_Signature,CD4 T TH1,-0.263,-0.385,-0.142,0.00025,0.995125,-0.193,-0.365,-0.022,0.013375,0.872875,0.071,-0.114,0.263,0.78825,0.4105,0.995125,0.8615,0.261875,0.00175,0.872875,0.45725,0.09675,0.001875,0.4105,0.085625,0.01125,0.000125,Moderate,Negligible,Negligible,Negligible,Negligible,Negligible,True,True,False,down,down,none,False,False,False
CD4_T_TH1||PI3K_AKT_Signaling_Signature,CD4 T TH1,-0.252,-0.379,-0.13,0.00025,0.989625,-0.194,-0.364,-0.028,0.014125,0.87725,0.058,-0.136,0.237,0.74975,0.36275,0.989625,0.81925,0.200875,0.00025,0.87725,0.46475,0.099375,0.00175,0.36275,0.067,0.007,0.0,Moderate,Negligible,Negligible,Negligible,Negligible,Negligible,True,True,False,down,down,none,False,False,False
CD4_T_TH1||Type_I_Interferon_Response_Signature,CD4 T TH1,-0.268,-0.399,-0.151,0.0,0.996375,-0.199,-0.368,-0.021,0.01125,0.88675,0.068,-0.114,0.263,0.77475,0.398125,0.996375,0.8765,0.28275,0.001625,0.88675,0.488375,0.114125,0.001625,0.398125,0.086125,0.0105,0.0,Moderate,Negligible,Negligible,Negligible,Negligible,Negligible,True,True,False,down,down,none,False,False,False
CD8_TMEMORY||Angiogenesis_Regulation_Signature,CD8 TMEMORY,0.088,0.03,0.147,0.996625,0.328625,0.063,-0.019,0.144,0.94075,0.1715,-0.025,-0.117,0.061,0.27525,0.053875,0.328625,0.000875,0.0,0.0,0.1715,0.0015,0.0,0.0,0.053875,0.00125,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,up,none,none,False,False,False
CD8_TMEMORY||Anti_Apoptotic_Signature,CD8 TMEMORY,0.087,0.033,0.148,0.99475,0.313375,0.066,-0.016,0.145,0.95025,0.189,-0.021,-0.112,0.069,0.305625,0.049125,0.313375,0.001375,0.0,0.0,0.189,0.00275,0.000125,0.0,0.049125,0.000875,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,up,none,none,False,False,False
CD8_TMEMORY||Autophagy_Regulation_Signature,CD8 TMEMORY,0.091,0.031,0.148,0.99725,0.35175,0.066,-0.02,0.145,0.946625,0.184625,-0.025,-0.12,0.065,0.279375,0.058125,0.35175,0.003,0.0,0.0,0.184625,0.002125,0.0,0.0,0.058125,0.001375,0.000125,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,up,none,none,False,False,False
CD8_TMEMORY||Cellular_Stress_Response_Signature,CD8 TMEMORY,0.087,0.03,0.145,0.995125,0.312,0.069,-0.014,0.147,0.95825,0.1985,-0.018,-0.113,0.071,0.3265,0.0455,0.312,0.0005,0.0,0.0,0.1985,0.00425,0.0,0.0,0.0455,0.001125,0.000125,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,up,none,none,False,False,False
CD8_TMEMORY||Central_Memory_Signature,CD8 TMEMORY,0.089,0.029,0.146,0.99625,0.332375,0.067,-0.014,0.151,0.9505,0.191875,-0.022,-0.114,0.071,0.303625,0.053625,0.332375,0.00125,0.0,0.0,0.191875,0.002,0.0,0.0,0.053625,0.00075,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,up,none,none,False,False,False
CD8_TMEMORY||Complement_Activation_Signature,CD8 TMEMORY,0.09,0.032,0.148,0.99725,0.343,0.066,-0.016,0.144,0.950125,0.18325,-0.024,-0.118,0.063,0.285,0.054375,0.343,0.0015,0.0,0.0,0.18325,0.002,0.0,0.0,0.054375,0.001125,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,up,none,none,False,False,False
CD8_TMEMORY||Costimulation_Signature,CD8 TMEMORY,0.089,0.031,0.146,0.996625,0.34075,0.067,-0.015,0.148,0.951625,0.188875,-0.022,-0.117,0.069,0.298375,0.05575,0.34075,0.0015,0.0,0.0,0.188875,0.00325,0.0,0.0,0.05575,0.00075,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,up,none,none,False,False,False
CD8_TMEMORY||Cytokine_Response_Signature,CD8 TMEMORY,0.087,0.031,0.145,0.9945,0.309125,0.066,-0.014,0.146,0.951625,0.187125,-0.02,-0.109,0.069,0.31025,0.044,0.309125,0.001125,0.0,0.0,0.187125,0.00225,0.0,0.0,0.044,0.0005,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,up,none,none,False,False,False
CD8_TMEMORY||Cytolytic_Potential_Signature,CD8 TMEMORY,0.086,0.026,0.146,0.993375,0.309625,0.067,-0.018,0.145,0.948,0.20075,-0.019,-0.109,0.076,0.32575,0.048,0.309625,0.001125,0.0,0.0,0.20075,0.002375,0.0,0.0,0.048,0.001,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,up,none,none,False,False,False
CD8_TMEMORY||ER_Stress_Response_Signature,CD8 TMEMORY,0.087,0.03,0.15,0.992875,0.314,0.062,-0.016,0.144,0.938,0.161625,-0.025,-0.112,0.065,0.282875,0.05375,0.314,0.0015,0.0,0.0,0.161625,0.001125,0.0,0.0,0.05375,0.001,0.000125,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,up,none,none,False,False,False
CD8_TMEMORY||Effector_Memory_Signature,CD8 TMEMORY,0.085,0.027,0.146,0.99175,0.295125,0.069,-0.013,0.148,0.95925,0.201625,-0.016,-0.108,0.075,0.34025,0.043875,0.295125,0.0005,0.0,0.0,0.201625,0.003,0.0,0.0,0.043875,0.00075,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,up,none,none,False,False,False
CD8_TMEMORY||Epigenetic_Memory_Signature,CD8 TMEMORY,0.082,0.021,0.139,0.98875,0.266125,0.071,-0.009,0.153,0.963625,0.2195,-0.011,-0.102,0.08,0.3815,0.03775,0.266125,0.000375,0.0,0.0,0.2195,0.004875,0.0,0.0,0.03775,0.000125,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,up,none,none,False,False,False
CD8_TMEMORY||Exhaustion_Signature,CD8 TMEMORY,0.091,0.035,0.153,0.998125,0.354875,0.066,-0.011,0.148,0.9535,0.179125,-0.025,-0.113,0.066,0.275875,0.053125,0.354875,0.0025,0.0,0.0,0.179125,0.001625,0.0,0.0,0.053125,0.000625,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,up,none,none,False,False,False
CD8_TMEMORY||Fatty_Acid_Storage_Signature,CD8 TMEMORY,0.084,0.026,0.145,0.99125,0.2845,0.071,-0.01,0.151,0.965625,0.2105,-0.014,-0.1,0.081,0.3605,0.0395,0.2845,0.000875,0.0,0.0,0.2105,0.00375,0.0,0.0,0.0395,0.001125,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,up,none,none,False,False,False
CD8_TMEMORY||Glucose_Independence_Signature,CD8 TMEMORY,0.087,0.029,0.144,0.995875,0.312125,0.068,-0.012,0.151,0.954125,0.197125,-0.019,-0.11,0.072,0.318625,0.0475,0.312125,0.001625,0.0,0.0,0.197125,0.002125,0.0,0.0,0.0475,0.000625,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,up,none,none,False,False,False
CD8_TMEMORY||Hypoxia_Response_Signature,CD8 TMEMORY,0.085,0.027,0.146,0.99075,0.301,0.074,-0.003,0.162,0.9725,0.236625,-0.011,-0.098,0.089,0.37625,0.04175,0.301,0.00025,0.0,0.0,0.236625,0.00575,0.00025,0.0,0.04175,0.000625,0.000125,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,up,none,none,False,False,False
CD8_TMEMORY||Immunosenescence_Signature,CD8 TMEMORY,0.091,0.034,0.151,0.99775,0.356125,0.068,-0.013,0.15,0.952125,0.197625,-0.024,-0.116,0.07,0.288875,0.0525,0.356125,0.002875,0.0,0.0,0.197625,0.003875,0.0,0.0,0.0525,0.001125,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,up,none,none,False,False,False
CD8_TMEMORY||Lipid_Metabolism_Signature,CD8 TMEMORY,0.087,0.027,0.144,0.995,0.3155,0.068,-0.018,0.148,0.951125,0.198875,-0.019,-0.108,0.077,0.3225,0.048,0.3155,0.001375,0.0,0.0,0.198875,0.003,0.000125,0.0,0.048,0.00075,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,up,none,none,False,False,False
CD8_TMEMORY||Memory_Longevity_Signature,CD8 TMEMORY,0.09,0.032,0.151,0.996625,0.348375,0.07,-0.015,0.149,0.960875,0.212375,-0.02,-0.111,0.071,0.314125,0.048125,0.348375,0.002,0.0,0.0,0.212375,0.0035,0.000375,0.0,0.048125,0.000625,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,up,none,none,False,False,False
CD8_TMEMORY||Memory_Metabolic_Flexibility_Signature,CD8 TMEMORY,0.089,0.031,0.151,0.996125,0.338125,0.069,-0.012,0.147,0.959125,0.201375,-0.021,-0.109,0.072,0.317,0.045,0.338125,0.00225,0.0,0.0,0.201375,0.002375,0.000125,0.0,0.045,0.0005,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,up,none,none,False,False,False
CD8_TMEMORY||Metabolic_Shift_Signature,CD8 TMEMORY,0.091,0.031,0.149,0.998125,0.356375,0.07,-0.012,0.152,0.95975,0.204875,-0.021,-0.116,0.072,0.30175,0.055875,0.356375,0.003625,0.000125,0.0,0.204875,0.004,0.000125,0.0,0.055875,0.001375,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,up,none,none,False,False,False
CD8_TMEMORY||Microbiome_Response_Signature,CD8 TMEMORY,0.086,0.028,0.143,0.993875,0.306125,0.069,-0.012,0.151,0.954625,0.204375,-0.018,-0.106,0.075,0.32925,0.04175,0.306125,0.001,0.0,0.0,0.204375,0.00275,0.0,0.0,0.04175,0.000625,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,False,up,none,none,False,False,False
